epoch,mjd,x,y,z
2021-10-23T19:43:00.000000 TDB,7966.821527777778,2712.211227753561,-2142.410412394931,6281.366302759168
2021-10-23T19:43:10.000000 TDB,7966.821643518519,2647.005621168367,-2124.8272761341814,6314.945652795625
2021-10-23T19:43:20.000000 TDB,7966.821759259259,2581.542046281164,-2106.920984548704,6347.842699377863
2021-10-23T19:43:30.000000 TDB,7966.821875,2515.827996165951,-2088.6930891372344,6380.053894304456
2021-10-23T19:43:40.000000 TDB,7966.821990740741,2449.870988313671,-2070.1451867181636,6411.575763403952
2021-10-23T19:43:50.000000 TDB,7966.822106481482,2383.6785637079456,-2051.2789193469553,6442.404906904271
2021-10-23T19:44:00.000000 TDB,7966.822222222222,2317.2582859744753,-2032.0959741440997,6472.537999782546
2021-10-23T19:44:10.000000 TDB,7966.822337962963,2250.617740459684,-2012.5980831993866,6501.971792110933
2021-10-23T19:44:20.000000 TDB,7966.822453703704,2183.7645334177732,-1992.7870233296112,6530.703109396876
2021-10-23T19:44:30.000000 TDB,7966.8225694444445,2116.70629108574,-1972.6646159718487,6558.728852912006
2021-10-23T19:44:40.000000 TDB,7966.822685185185,2049.4506588257677,-1952.2327269889065,6586.0460000154335
2021-10-23T19:44:50.000000 TDB,7966.822800925926,1982.005300192616,-1931.4932665413878,6612.651604465687
2021-10-23T19:45:00.000000 TDB,7966.822916666667,1914.3778961206456,-1910.4481888339474,6638.542796729028
2021-10-23T19:45:10.000000 TDB,7966.8230324074075,1846.5761439891003,-1889.0994919793716,6663.716784272482
2021-10-23T19:45:20.000000 TDB,7966.823148148148,1778.6077567585728,-1867.4492177832803,6688.170851854201
2021-10-23T19:45:30.000000 TDB,7966.8232638888885,1710.4804620410152,-1845.499451585064,6711.902361805775
2021-10-23T19:45:40.000000 TDB,7966.82337962963,1642.2020012738014,-1823.252321996613,6734.908754300224
2021-10-23T19:45:50.000000 TDB,7966.82349537037,1573.7801287886718,-1800.710000732831,6757.187547616924
2021-10-23T19:46:00.000000 TDB,7966.823611111111,1505.222610932671,-1777.8747023852486,6778.73633839812
2021-10-23T19:46:10.000000 TDB,7966.8237268518515,1436.537225189068,-1754.7486841962777,6799.55280189136
2021-10-23T19:46:20.000000 TDB,7966.823842592593,1367.7317592448453,-1731.334245864768,6819.634692191776
2021-10-23T19:46:30.000000 TDB,7966.823958333333,1298.8140101649112,-1707.633729264456,6838.979842469881
2021-10-23T19:46:40.000000 TDB,7966.824074074074,1229.79178346032,-1683.6495182402364,6857.586165194718
2021-10-23T19:46:50.000000 TDB,7966.824189814814,1160.6728922147431,-1659.3840383513846,6875.451652346195
2021-10-23T19:47:00.000000 TDB,7966.824305555556,1091.4651561622027,-1634.8397566475203,6892.574375621904
2021-10-23T19:47:10.000000 TDB,7966.824421296296,1022.1764008520952,-1610.019181374151,6908.952486634701
2021-10-23T19:47:20.000000 TDB,7966.824537037037,952.814456719099,-1584.9248617421542,6924.584217098546
2021-10-23T19:47:30.000000 TDB,7966.824652777777,883.3871582172156,-1559.5593876467738,6939.467879016366
2021-10-23T19:47:40.000000 TDB,7966.824768518519,813.9023428923864,-1533.9253894206404,6953.601864844324
2021-10-23T19:47:50.000000 TDB,7966.824884259259,744.3678505477229,-1508.0255375229783,6966.984647663535
2021-10-23T19:48:00.000000 TDB,7966.825,674.7915223199986,-1481.8625422801,6979.614781333722
2021-10-23T19:48:10.000000 TDB,7966.82511574074,605.1811998094389,-1455.439153591694,6991.490900634558
2021-10-23T19:48:20.000000 TDB,7966.825231481482,535.5447241595749,-1428.7581606492017,7002.6117214158785
2021-10-23T19:48:30.000000 TDB,7966.825347222222,465.88993522000897,-1401.8223916192255,7012.976040720343
2021-10-23T19:48:40.000000 TDB,7966.825462962963,396.2246706337221,-1374.6347133553331,7022.582736910575
2021-10-23T19:48:50.000000 TDB,7966.825578703703,326.55676496037404,-1347.1980310859444,7031.430769778567
2021-10-23T19:49:00.000000 TDB,7966.825694444445,256.8940487679088,-1319.51528811013,7039.5191806531
2021-10-23T19:49:10.000000 TDB,7966.825810185185,187.24434779921447,-1291.5894654670121,7046.847092503974
2021-10-23T19:49:20.000000 TDB,7966.825925925926,117.61548205833778,-1263.4235816254884,7053.413710019823
2021-10-23T19:49:30.000000 TDB,7966.826041666666,48.01526494492239,-1235.0206921514098,7059.21831970327
2021-10-23T19:49:40.000000 TDB,7966.826157407408,-21.548497645832633,-1206.383889380801,7064.260289934498
2021-10-23T19:49:50.000000 TDB,7966.826273148148,-91.06800815788232,-1177.5163020787797,7068.539071044027
2021-10-23T19:50:00.000000 TDB,7966.826388888889,-160.53547828434196,-1148.4210950988902,7072.054195370104
2021-10-23T19:50:10.000000 TDB,7966.826504629629,-229.94312982076332,-1119.1014690379975,7074.805277310538
2021-10-23T19:50:20.000000 TDB,7966.826620370371,-299.2831955368048,-1089.5606598842649,7076.792013367997
2021-10-23T19:50:30.000000 TDB,7966.826736111111,-368.5479200768391,-1059.8019386530532,7078.014182178147
2021-10-23T19:50:40.000000 TDB,7966.826851851852,-437.72956078170984,-1029.8286110333686,7078.471644551839
2021-10-23T19:50:50.000000 TDB,7966.826967592592,-506.82038858626623,-999.6440170159351,7078.1643434771295
2021-10-23T19:51:00.000000 TDB,7966.827083333334,-575.8126888737958,-969.2515305214929,7077.092304146966
2021-10-23T19:51:10.000000 TDB,7966.827199074074,-644.6987623643304,-938.6545590105219,7075.2556339537405
2021-10-23T19:51:20.000000 TDB,7966.827314814815,-713.4709259349244,-907.8565431216149,7072.6545224812435
2021-10-23T19:51:30.000000 TDB,7966.827430555555,-782.1215135171211,-876.8609562653877,7069.289241496661
2021-10-23T19:51:40.000000 TDB,7966.8275462962965,-850.6428769385788,-845.6713042417684,7065.160144921196
2021-10-23T19:51:50.000000 TDB,7966.827662037037,-919.0273867906244,-814.2911248251864,7060.26766880456
2021-10-23T19:52:00.000000 TDB,7966.827777777778,-987.2674332675103,-782.7239873854255,7054.612331274799
2021-10-23T19:52:10.000000 TDB,7966.827893518518,-1055.355427028015,-750.9734924653758,7048.194732490997
2021-10-23T19:52:20.000000 TDB,7966.8280092592595,-1123.2838000345678,-719.0432713797402,7041.01555459632
2021-10-23T19:52:30.000000 TDB,7966.828125,-1191.0450064156082,-686.9369857758204,7033.075561628922
2021-10-23T19:52:40.000000 TDB,7966.8282407407405,-1258.6315232877844,-654.6583272467034,7024.375599470035
2021-10-23T19:52:50.000000 TDB,7966.828356481482,-1326.035851599852,-622.2110168893227,7014.916595742327
2021-10-23T19:53:00.000000 TDB,7966.828472222222,-1393.2505169647793,-589.598804887688,7004.699559729096
2021-10-23T19:53:10.000000 TDB,7966.828587962963,-1460.2680705168252,-556.8254700449928,6993.725582272346
2021-10-23T19:53:20.000000 TDB,7966.8287037037035,-1527.0810897000433,-523.8948194022712,6981.995835667933
2021-10-23T19:53:30.000000 TDB,7966.828819444445,-1593.6821791192926,-490.8106877628587,6969.511573553783
2021-10-23T19:53:40.000000 TDB,7966.828935185185,-1660.0639713649553,-457.57693725239193,6956.274130775635
2021-10-23T19:53:50.000000 TDB,7966.829050925926,-1726.2191278200592,-424.197456884921,6942.284923280788
2021-10-23T19:54:00.000000 TDB,7966.829166666666,-1792.1403394918445,-390.67616206801466,6927.545447952479
2021-10-23T19:54:10.000000 TDB,7966.829282407408,-1857.8203278155552,-357.0169942018083,6912.057282490587
2021-10-23T19:54:20.000000 TDB,7966.829398148148,-1923.251845476505,-323.22392017780606,6895.822085244324
2021-10-23T19:54:30.000000 TDB,7966.829513888889,-1988.4276772016492,-289.3009319401812,6878.841595047091
2021-10-23T19:54:40.000000 TDB,7966.829629629629,-2053.340640593465,-255.25204595949558,6861.117631054731
2021-10-23T19:54:50.000000 TDB,7966.829745370371,-2117.983586911457,-221.08130283015527,6842.652092557455
2021-10-23T19:55:00.000000 TDB,7966.829861111111,-2182.3494018676693,-186.79276675246183,6823.446958801299
2021-10-23T19:55:10.000000 TDB,7966.829976851852,-2246.4310064390083,-152.3905250642152,6803.504288777456
2021-10-23T19:55:20.000000 TDB,7966.830092592592,-2310.2213576488734,-117.87868770968349,6782.826221020047
2021-10-23T19:55:30.000000 TDB,7966.830208333334,-2373.713449348903,-83.26138682583097,6761.414973407208
2021-10-23T19:55:40.000000 TDB,7966.830324074074,-2436.900313004925,-48.54277619846788,6739.272842906659
2021-10-23T19:55:50.000000 TDB,7966.830439814815,-2499.7750184826837,-13.727030788324033,6716.402205375844
2021-10-23T19:56:00.000000 TDB,7966.830555555555,-2562.330674803794,21.181653817087064,6692.805515297204
2021-10-23T19:56:10.000000 TDB,7966.830671296297,-2624.5604309198166,56.17906182531428,6668.485305543803
2021-10-23T19:56:20.000000 TDB,7966.830787037037,-2686.457476491206,91.26095780771541,6643.4441871188155
2021-10-23T19:56:30.000000 TDB,7966.830902777778,-2748.015042620918,126.42308716732113,6617.6848488942305
2021-10-23T19:56:40.000000 TDB,7966.831018518518,-2809.2264026207745,161.661176719795,6591.210057342001
2021-10-23T19:56:50.000000 TDB,7966.83113425926,-2870.0848727704038,196.97093512111226,6564.022656238625
2021-10-23T19:57:00.000000 TDB,7966.83125,-2930.583813048779,232.34805343949805,6536.125566407692
2021-10-23T19:57:10.000000 TDB,7966.831365740741,-2990.7166278789964,267.78820566767837,6507.521785388895
2021-10-23T19:57:20.000000 TDB,7966.831481481481,-3050.4767668747536,303.28704923187894,6478.2143871666685
2021-10-23T19:57:30.000000 TDB,7966.831597222223,-3109.8577255644354,338.84022559204783,6448.206521841444
2021-10-23T19:57:40.000000 TDB,7966.831712962963,-3168.8530461129003,374.4433606620664,6417.501415306288
2021-10-23T19:57:50.000000 TDB,7966.831828703704,-3227.4563180647197,410.09206542733415,6386.102368927771
2021-10-23T19:58:00.000000 TDB,7966.831944444444,-3285.6611790530364,445.7819364416162,6354.012759198074
2021-10-23T19:58:10.000000 TDB,7966.832060185186,-3343.461315490876,481.5085564366475,6321.236037400522
2021-10-23T19:58:20.000000 TDB,7966.832175925926,-3400.850463315955,517.2674947681428,6287.775729236816
2021-10-23T19:58:30.000000 TDB,7966.832291666667,-3457.8224086672594,553.0543080288744,6253.635434468294
2021-10-23T19:58:40.000000 TDB,7966.832407407407,-3514.3709885880853,588.8645405594906,6218.818826561738
2021-10-23T19:58:50.000000 TDB,7966.8325231481485,-3570.4900916995316,624.6937250821808,6183.329652272036
2021-10-23T19:59:00.000000 TDB,7966.832638888889,-3626.1736589157003,660.5373831399677,6147.171731289503
2021-10-23T19:59:10.000000 TDB,7966.83275462963,-3681.415684085381,696.3910257225929,6110.348955815542
2021-10-23T19:59:20.000000 TDB,7966.83287037037,-3736.2102146780094,732.2501537893348,6072.865290173515
2021-10-23T19:59:30.000000 TDB,7966.8329861111115,-3790.551352446655,768.1102589225192,6034.7247703906005
2021-10-23T19:59:40.000000 TDB,7966.833101851852,-3844.4332540804853,803.9668237500814,5995.93150378344
2021-10-23T19:59:50.000000 TDB,7966.8332175925925,-3897.8501318566414,839.8153226027516,5956.489668533659
2021-10-23T20:00:00.000000 TDB,7966.833333333333,-3950.796254298752,875.651222044616,5916.403513235645
2021-10-23T20:00:10.000000 TDB,7966.833449074074,-4003.2659467851195,911.4699815235368,5875.677356489991
2021-10-23T20:00:20.000000 TDB,7966.833564814815,-4055.253592212064,947.2670538150877,5834.315586414782
2021-10-23T20:00:30.000000 TDB,7966.8336805555555,-4106.753631612987,983.0378856889438,5792.32266022445
2021-10-23T20:00:40.000000 TDB,7966.833796296296,-4157.760564781289,1018.7779184660325,5749.703103746769
2021-10-23T20:00:50.000000 TDB,7966.833912037037,-4208.268950874574,1054.4825885651235,5706.461510948257
2021-10-23T20:01:00.000000 TDB,7966.834027777778,-4258.273409028983,1090.1473281969268,5662.602543462073
2021-10-23T20:01:10.000000 TDB,7966.834143518518,-4307.7686189823835,1125.7675657976772,5618.130930088512
2021-10-23T20:01:20.000000 TDB,7966.834259259259,-4356.749321635274,1161.3387267033463,5573.051466310922
2021-10-23T20:01:30.000000 TDB,7966.834375,-4405.210319675295,1196.8562337042208,5527.369013768296
2021-10-23T20:01:40.000000 TDB,7966.834490740741,-4453.146478115462,1232.3155077248614,5481.088499746905
2021-10-23T20:01:50.000000 TDB,7966.834606481481,-4500.552724911213,1267.7119682651537,5434.2149166758
2021-10-23T20:02:00.000000 TDB,7966.834722222222,-4547.424051494497,1303.0410340923713,5386.753321556222
2021-10-23T20:02:10.000000 TDB,7966.834837962963,-4593.755513361003,1338.2981237873817,5338.708835459213
2021-10-23T20:02:20.000000 TDB,7966.834953703704,-4639.542230564405,1373.4786564322949,5290.08664295059
2021-10-23T20:02:30.000000 TDB,7966.835069444444,-4684.77938831244,1408.5780520516612,5240.891991551475
2021-10-23T20:02:40.000000 TDB,7966.835185185185,-4729.46223748488,1443.5917323189956,5191.13019116889
2021-10-23T20:02:50.000000 TDB,7966.835300925926,-4773.586095143957,1478.5151210829574,5140.806613533916
2021-10-23T20:03:00.000000 TDB,7966.835416666667,-4817.146345033869,1513.343645079285,5089.926691627312
2021-10-23T20:03:10.000000 TDB,7966.835532407407,-4860.138438141831,1548.072734368439,5038.495919078924
2021-10-23T20:03:20.000000 TDB,7966.835648148148,-4902.557893155523,1582.6978230308189,4986.519849615008
2021-10-23T20:03:30.000000 TDB,7966.835763888889,-4944.4002969710045,1617.2143497119691,4934.004096423925
2021-10-23T20:03:40.000000 TDB,7966.83587962963,-4985.6613051523145,1651.6177583365895,4880.9543315893
2021-10-23T20:03:50.000000 TDB,7966.83599537037,-5026.33664245866,1685.9034985367934,4827.376285464489
2021-10-23T20:04:00.000000 TDB,7966.836111111111,-5066.422103259991,1720.0670263543002,4773.275746057951
2021-10-23T20:04:10.000000 TDB,7966.836226851852,-5105.913552045031,1754.1038047971936,4718.658558419009
2021-10-23T20:04:20.000000 TDB,7966.836342592593,-5144.806923818674,1788.0093045498218,4663.530624001823
2021-10-23T20:04:30.000000 TDB,7966.836458333333,-5183.098224597412,1821.779004389592,4607.897900045187
2021-10-23T20:04:40.000000 TDB,7966.836574074074,-5220.783531825711,1855.4083919181905,4551.76639891006
2021-10-23T20:04:50.000000 TDB,7966.836689814815,-5257.8589947998325,1888.8929641232085,4495.1421874394655
2021-10-23T20:05:00.000000 TDB,7966.836805555556,-5294.320835103115,1922.2282279483509,4438.031386320715
2021-10-23T20:05:10.000000 TDB,7966.836921296296,-5330.1653469655585,1955.409701013213,4380.44016938937
2021-10-23T20:05:20.000000 TDB,7966.837037037037,-5365.388897747715,1988.4329120385714,4322.374762993147
2021-10-23T20:05:30.000000 TDB,7966.837152777778,-5399.987928267289,2021.2934015526318,4263.841445295556
2021-10-23T20:05:40.000000 TDB,7966.837268518519,-5433.958953216224,2053.9867224327922,4204.846545607795
2021-10-23T20:05:50.000000 TDB,7966.837384259259,-5467.298561501254,2086.5084406350493,4145.396443693181
2021-10-23T20:06:00.000000 TDB,7966.8375,-5500.003416656951,2118.854135587869,4085.497569084295
2021-10-23T20:06:10.000000 TDB,7966.837615740741,-5532.070257170772,2151.0194009213456,4025.1564003827625
2021-10-23T20:06:20.000000 TDB,7966.837731481482,-5563.495896856395,2182.9998449998134,3964.379464538189
2021-10-23T20:06:30.000000 TDB,7966.837847222222,-5594.277225140981,2214.791091636819,3903.1733361695547
2021-10-23T20:06:40.000000 TDB,7966.837962962963,-5624.411207463435,2246.388780497279,3841.5446368163966
2021-10-23T20:06:50.000000 TDB,7966.838078703704,-5653.894885562539,2277.7885678210155,3779.5000342435533
